id,smiles,dG,code,train_test,3,smiles_len
870_,C1(=CC2=C(C(=C1)O)C(=O)C1=C(O2)COC2=CC(=C(C=C12)OC)OC)OC,,chembl_27,pred,,56
871_,C1(=CC2=C(C(=C1)O)C(=O)C1=C(O2)[C@@H](OC2=CC(=C(C=C12)OC)OC)O)OC,,chembl_27,pred,,64
872_,C12=C(C3=C(C(=C1)O)C(=O)[C@@H]1[C@H](O3)COC3=C1C=C(C(=C3)OC)OC)C=CC(O2)(C)C,,chembl_27,pred,,75
873_,C12=C(C3=C(C(=C1)O)C(=O)[C@@]1([C@H](O3)COC3=C1C=C(C(=C3)OC)OC)O)C=CC(O2)(C)C,,chembl_27,pred,,77
874_,C12=CC(=C3C(=C1C=CC(O2)(C)C)OC1=C(C3=O)C2=C(OC1)C=C(C(=C2)OC)OC)O,,chembl_27,pred,,65
875_,C12=CC(=C3C(=C1C=CC(O2)(C)C)OC1=C(C3=O)C2=C(O[C@@H]1O)C=C(C(=C2)OC)OC)O,,chembl_27,pred,,71
876_,C1(OC2=C(C=C1)C1=C(C(=C2)O)C(=O)[C@@H]2[C@H](O1)COC1=C2C=C(C(=C1)OC)OC)(C)C,,chembl_27,pred,,75
877_,C1(OC2=C(C=C1)C1=C(C(=C2)O)C(=O)[C@@]2([C@H](O1)COC1=C2C=C(C(=C1)OC)OC)O)(C)C,,chembl_27,pred,,77
878_,C1(C=CC2=C(C3=C(C=C2O1)O[C@@](CC3=O)(C1=CC=CC=C1)OC)O)(C)C,,chembl_27,pred,,58
879_,C1=CC(=CC=C1)/C(=C/C(=O)C1=C(C=C2C(=C1OC)C=CO2)OC)/OC,,chembl_27,pred,,53
880_,C1(C=CC2=C(C3=C(C=C2O1)OC(=CC3=O)C1=CC=CC=C1)O)(C)C,,chembl_27,pred,,51
881_,C1(C=CC2=C(C3=C(C=C2O1)OC(=CC3=O)C1=CC=CC=C1)OC)(C)C,,chembl_27,pred,,52
882_,C12=C(C=C3C(=C1C=CC(O2)(C)C)OC(=CC3=O)C1=CC=CC=C1)OC,,chembl_27,pred,,52
883_,C12=CC=C3C(=C1C=CC(O2)(C)C)OC(=CC3=O)C1=CC=CC=C1,,chembl_27,pred,,48
884_,C12=CC(=C3C(=C1C=CC(O2)(C)C)OC(=CC3=O)C1=CC=CC=C1)O,,chembl_27,pred,,51
885_,C12=CC(=C3C(=C1C=CC(O2)(C)C)OC(=CC3=O)C1=CC=CC=C1)OC,,chembl_27,pred,,52
886_,C1(=CC=C2C(=C1)OC(=C(C2=O)OC)C1=CC=C(C(=C1)OC)OC)OC,,chembl_27,pred,,51
887_,C1(=CC=C2C(=C1)OC(=C(C2=O)OC)C1=CC2=C(C=C1)OCO2)OC,,chembl_27,pred,,50
888_,C12=CC3=C(C(=C1C=CO2)OC)C(=O)C=C(O3)C1=CC=CC=C1,,chembl_27,pred,,47
889_,C12=C(C3=C(C=C1)C(=O)C=C(O3)C1=CC=CC=C1)C=CO2,,chembl_27,pred,,45
890_,C12=C(C3=C(C=C1)C(=O)C=C(O3)C1=CC=CC=C1)C=C(O2)C(C)(C)O,,chembl_27,pred,,55
891_,C1=CC(=CC=C1)/C(=C/C(=O)C1=CC=C2C(=C1OC)C=CC(O2)(C)C)/O,,chembl_27,pred,,55
892_,C1=CC(=CC=C1)/C=C/C(=O)C1=CC=C2C(=C1OC)C=CO2,,chembl_27,pred,,44
893_,C1=CC(=CC=C1)/C(=C/C(=O)C1=CC=C2C(=C1OC)C=CO2)/O,,chembl_27,pred,,48
894_,C1=CC(=CC=C1)/C(=C/C(=O)C1=CC=C2C(=C1OC)C=CO2)/OC,,chembl_27,pred,,49
895_,C1=CC(=CC=C1)[C@@H](CC(=O)C1=CC=C2C(=C1OC)C=CO2)OC,,chembl_27,pred,,50
896_,C1(=CC(=C2C(=C1)OC=C(C2=O)C1=C(C=C(C(=C1)OC)O)OC)O)O,,chembl_27,pred,,52
897_,C1(=CC(=C2C(=C1)OC=C(C2=O)C1=C(C=C(C(=C1)OC)OCC=C(C)C)OC)O)O,,chembl_27,pred,,60
898_,C12=C(C3=C(C(=C1)O)C(=O)C(=CO3)C1=C(C=C(C(=C1)OC)O)OC)C[C@@H](O2)C(=C)C,,chembl_27,pred,,71
899_,C1(=CC(=C2C(=C1CC=C(C)C)OC=C(C2=O)C1=C(C=C(C(=C1)OC)O)OC)O)O,,chembl_27,pred,,60
900_,C1(=CC(=C2C(=C1C/C=C(/C)\CO)OC=C(C2=O)C1=C(C=C(C(=C1)OC)O)OC)O)O,,chembl_27,pred,,64
901_,C12=CC(=C3C(=C1C=C[C@@](O2)(CO)C)OC=C(C3=O)C1=C(C=C(C(=C1)OC)O)OC)O,,chembl_27,pred,,67
902_,C12=CC(=C3C(=C1C=CC(O2)(C)C)OC=C(C3=O)C1=C(C=C(C(=C1)OC)O)OC)O,,chembl_27,pred,,62
903_,C1(=CC2=C(C=C1O)[C@H]1[C@@H](CO2)C2=C(C(=C(C(=C2)OC)OC)O)O1)OC,,chembl_27,pred,,62
904_,C1(=C(C(=C2C(=C1)OC=C(C2=O)C1=C(C=C(C(=C1)OC)O)OC)O)CC=C(C)C)O,,chembl_27,pred,,62
905_,C1(=CC2=C(C(=C1)O)C(=O)C[C@H](O2)C1=CC=C(C=C1)O)O,,chembl_27,pred,,49
906_,C1(=CC2=C(C(=C1)O)C[C@H]([C@H](O2)C1=CC(=C(C=C1)O)O)O)O,,chembl_27,pred,,55
